File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time
83.py,11,8,8,4,4,95.08838592203487,6,10,16,8,15,23,16,92.0,4.5,414.0,0.030666666666666665,23.0
80.py,18,13,13,7,6,89.20268059069292,5,15,20,10,21,31,20,133.97977094150824,3.5,468.9291982952788,0.04465992364716941,26.05162212751549
76.py,14,11,11,7,2,95.0904546931744,3,6,9,4,8,12,9,38.03910001730775,2.0,76.0782000346155,0.012679700005769252,4.226566668589751
39.py,30,22,22,6,10,80.23946774063812,6,14,20,12,21,33,20,142.62362713128297,4.5,641.8063220907734,0.04754120904376099,35.65590678282074
129.py,40,28,28,3,4,70.50845094155605,7,18,25,13,25,38,25,176.46653521143952,4.861111111111111,857.8234350556087,0.05882217840381317,47.65685750308937
154.py,15,13,12,8,3,95.98614074515322,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
21.py,15,7,7,2,2,97.63383630672524,2,5,7,3,6,9,7,25.26619429851844,1.2,30.319433158222125,0.008422064766172813,1.6844129532345624
2.py,7,3,3,2,1,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
118.py,25,18,18,5,6,84.59388497583362,6,10,16,7,12,19,16,76.0,3.6,273.6,0.025333333333333333,15.200000000000001
143.py,27,21,21,3,11,74.07993075620249,6,17,23,16,32,48,23,217.13097389073664,5.647058823529412,1226.1513819712188,0.07237699129691222,68.11952122062327
106.py,18,15,15,2,5,80.50722797013972,4,9,13,7,14,21,13,77.70923408096293,3.111111111111111,241.762061585218,0.025903078026987644,13.431225643623222
75.py,19,14,14,2,8,79.75393872312068,6,17,23,10,20,30,23,135.7068586817104,3.5294117647058822,478.9653835825073,0.04523561956057014,26.60918797680596
74.py,19,14,14,6,3,95.60936009600898,2,2,4,2,4,6,4,12.0,2.0,24.0,0.004,1.3333333333333333
56.py,18,14,14,5,5,91.33158986628631,2,6,8,4,7,11,8,33.0,1.1666666666666667,38.5,0.011,2.138888888888889
132.py,18,14,14,7,6,90.41325799535308,4,10,14,6,12,18,14,68.53238859703687,2.4,164.4777326328885,0.022844129532345624,9.13765181293825
10.py,32,17,13,4,2,83.99961816409545,4,9,13,6,9,15,13,55.506595772116384,2.0,111.01319154423277,0.01850219859070546,6.167399530235154
61.py,19,15,15,5,6,88.25302012816216,3,9,12,6,11,17,12,60.94436251225966,1.8333333333333333,111.73133127247604,0.020314787504086555,6.2072961818042245
149.py,9,7,6,3,3,100.0,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
